Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050914:1210,781.42,1039.07,48.93,25.97,3.38,0.0
20050914:1310,718.4,938.84,42.5,25.65,3.79,0.0
20050914:1410,242.17,313.93,33.65,25.27,4.14,0.0
20050914:1510,481.52,613.07,23.43,24.86,4.28,0.0
20050914:1610,60.1,91.78,12.52,24.3,3.93,0.0
20050914:1710,10.95,25.88,1.37,23.4,3.66,0.0
20050914:1810,0.0,0.0,0.0,22.41,3.45,0.0
20050914:1910,0.0,0.0,0.0,22.27,3.52,0.0
20050914:2010,0.0,0.0,0.0,21.69,3.38,0.0
20050914:2110,0.0,0.0,0.0,21.14,3.17,0.0
20050914:2210,0.0,0.0,0.0,20.48,3.17,0.0
20050914:2310,0.0,0.0,0.0,19.84,3.38,0.0
20050915:0010,0.0,0.0,0.0,19.3,3.59,0.0
20050915:0110,0.0,0.0,0.0,18.88,3.72,0.0
20050915:0210,0.0,0.0,0.0,18.36,3.72,0.0
20050915:0310,0.0,0.0,0.0,17.92,3.79,0.0
20050915:0410,0.0,0.0,0.0,17.59,3.86,0.0
20050915:0510,0.0,0.0,0.0,17.28,3.79,0.0
20050915:0610,55.99,101.92,14.24,17.7,3.52,0.0
20050915:0710,240.15,313.87,25.05,19.41,3.59,0.0
20050915:0810,447.32,560.4,35.06,21.52,3.59,0.0
20050915:0910,605.74,772.86,43.53,23.47,3.38,0.0
20050915:1010,713.4,937.69,49.35,24.95,2.9,0.0
20050915:1110,763.22,1026.6,51.2,26.0,2.48,0.0
20050915:1210,766.27,1041.39,48.53,26.69,2.21,0.0
20050915:1310,734.13,984.95,42.13,27.0,2.62,0.0
20050915:1410,647.41,845.42,33.3,26.96,3.59,0.0
20050915:1510,492.09,630.74,23.09,26.3,4.48,0.0
20050915:1610,284.26,380.35,12.19,25.03,4.48,0.0
20050915:1710,9.81,24.15,1.05,23.72,4.14,0.0
20050915:1810,0.0,0.0,0.0,22.68,3.59,0.0
20050915:1910,0.0,0.0,0.0,22.14,3.1,0.0
20050915:2010,0.0,0.0,0.0,21.38,2.62,0.0
20050915:2110,0.0,0.0,0.0,20.44,2.21,0.0
20050915:2210,0.0,0.0,0.0,19.65,1.86,0.0
20050915:2310,0.0,0.0,0.0,19.41,1.59,0.0
20050916:0010,0.0,0.0,0.0,19.45,1.31,0.0
20050916:0110,0.0,0.0,0.0,19.53,1.1,0.0
20050916:0210,0.0,0.0,0.0,18.96,1.17,0.0
20050916:0310,0.0,0.0,0.0,18.4,1.1,0.0
20050916:0410,0.0,0.0,0.0,17.73,1.03,0.0
20050916:0510,0.0,0.0,0.0,17.36,0.97,0.0
20050916:0610,54.89,100.08,14.05,18.03,0.76,0.0
20050916:0710,232.88,311.54,24.84,20.53,0.21,0.0
20050916:0810,418.83,540.4,34.82,22.11,0.62,0.0
20050916:0910,583.22,755.27,43.24,23.31,1.86,0.0
20050916:1010,696.76,910.46,49.0,23.95,2.76,0.0
20050916:1110,754.16,994.79,50.81,24.23,2.97,0.0
20050916:1210,773.24,1021.7,48.14,24.33,3.1,0.0
20050916:1310,720.37,932.69,41.75,24.16,3.93,0.0
20050916:1410,576.11,730.46,32.94,23.53,4.14,0.0
20050916:1510,115.79,159.03,22.76,22.95,3.72,0.0
20050916:1610,69.06,102.51,11.87,22.44,3.31,0.0
20050916:1710,0.0,3.45,0.72,21.94,2.34,0.0
20050916:1810,0.0,0.0,0.0,21.47,2.0,0.0
20050916:1910,0.0,0.0,0.0,21.34,1.93,0.0
20050916:2010,0.0,0.0,0.0,20.76,1.86,0.0
20050916:2110,0.0,0.0,0.0,20.71,2.14,0.0
20050916:2210,0.0,0.0,0.0,20.69,2.48,0.0
20050916:2310,0.0,0.0,0.0,20.65,2.62,0.0
20050917:0010,0.0,0.0,0.0,20.65,2.62,0.0
20050917:0110,0.0,0.0,0.0,20.35,2.34,0.0
20050917:0210,0.0,0.0,0.0,20.33,2.21,0.0
20050917:0310,0.0,0.0,0.0,20.2,2.14,0.0
20050917:0410,0.0,0.0,0.0,20.0,2.21,0.0
20050917:0510,0.0,0.0,0.0,20.01,2.48,0.0
20050917:0610,50.44,86.2,13.86,20.38,2.55,0.0
20050917:0710,80.8,116.16,24.63,21.65,3.03,0.0
20050917:0810,181.57,237.95,34.57,22.42,3.24,0.0
20050917:0910,299.69,381.3,42.95,22.89,3.52,0.0
20050917:1010,530.83,673.48,48.65,23.43,3.86,0.0
20050917:1110,408.73,518.55,50.42,23.48,3.72,0.0
20050917:1210,134.97,183.0,47.74,23.6,3.52,0.0
20050917:1310,283.64,362.48,41.37,22.98,3.31,0.0
20050917:1410,159.41,211.55,32.59,22.33,2.76,0.0
20050917:1510,88.25,125.03,22.42,21.36,2.55,0.0
20050917:1610,39.47,64.37,11.54,20.6,2.14,0.0
20050917:1710,0.0,5.18,0.39,20.11,2.07,0.0
20050917:1810,0.0,0.0,0.0,19.34,2.83,0.0
20050917:1910,0.0,0.0,0.0,19.64,4.0,0.0
20050917:2010,0.0,0.0,0.0,19.43,4.41,0.0
20050917:2110,0.0,0.0,0.0,19.1,4.76,0.0
20050917:2210,0.0,0.0,0.0,18.98,5.24,0.0
20050917:2310,0.0,0.0,0.0,18.85,4.69,0.0
20050918:0010,0.0,0.0,0.0,19.03,3.93,0.0
20050918:0110,0.0,0.0,0.0,19.17,3.52,0.0
20050918:0210,0.0,0.0,0.0,19.22,3.38,0.0
20050918:0310,0.0,0.0,0.0,18.93,3.93,0.0
20050918:0410,0.0,0.0,0.0,18.87,3.45,0.0
20050918:0510,0.0,0.0,0.0,18.83,3.31,0.0
20050918:0610,48.03,80.53,13.66,18.98,3.59,0.0
20050918:0710,102.23,141.08,24.42,19.31,2.97,0.0
20050918:0810,354.12,443.38,34.33,20.3,2.97,0.0
20050918:0910,503.12,632.41,42.66,21.12,2.97,0.0
20050918:1010,676.31,864.09,48.3,21.69,3.31,0.0
20050918:1110,730.23,936.42,50.03,22.22,4.0,0.0
20050918:1210,432.09,540.82,47.35,21.51,4.28,0.0
20050918:1310,656.46,832.75,40.99,21.7,3.93,0.0
20050918:1410,383.07,479.85,32.23,21.88,3.86,0.0
20050918:1510,264.96,336.71,22.08,21.86,3.52,0.0
20050918:1610,11.0,25.75,11.21,21.25,2.97,0.0
20050918:1710,0.0,3.45,0.07,19.85,2.21,0.0
20050918:1810,0.0,0.0,0.0,18.61,1.72,0.0
20050918:1910,0.0,0.0,0.0,19.79,2.14,0.0
20050918:2010,0.0,0.0,0.0,19.52,1.79,0.0
20050918:2110,0.0,0.0,0.0,19.08,1.59,0.0
20050918:2210,0.0,0.0,0.0,18.52,1.31,0.0
20050918:2310,0.0,0.0,0.0,18.27,0.97,0.0
20050919:0010,0.0,0.0,0.0,17.62,1.03,0.0
20050919:0110,0.0,0.0,0.0,17.45,1.03,0.0
20050919:0210,0.0,0.0,0.0,17.43,1.03,0.0
20050919:0310,0.0,0.0,0.0,17.4,0.97,0.0
20050919:0410,0.0,0.0,0.0,17.03,0.62,0.0
20050919:0510,0.0,0.0,0.0,17.24,0.76,0.0
20050919:0610,26.04,46.62,13.47,17.83,0.48,0.0
20050919:0710,121.94,165.12,24.2,18.03,0.76,0.0
20050919:0810,425.11,530.29,34.08,18.7,2.14,0.0
20050919:0910,583.31,737.9,42.36,19.51,2.07,0.0
20050919:1010,497.27,627.6,47.95,20.17,2.34,0.0
20050919:1110,340.99,429.25,49.64,20.49,3.03,0.0
20050919:1210,406.26,511.46,46.95,20.45,2.55,0.0
20050919:1310,565.4,727.73,40.61,20.84,1.52,0.0
20050919:1410,570.11,736.49,31.87,21.25,1.31,0.0
20050919:1510,0.0,0.0,0.0,21.02,1.93,0.0
20050919:1610,126.43,174.13,10.88,20.58,2.0,0.0
20050919:1710,0.0,0.0,-0.26,19.47,1.52,0.0
20050919:1810,0.0,0.0,0.0,18.94,1.24,0.0
20050919:1910,0.0,0.0,0.0,18.37,1.38,0.0
20050919:2010,0.0,0.0,0.0,17.64,1.24,0.0
20050919:2110,0.0,0.0,0.0,17.38,1.1,0.0
20050919:2210,0.0,0.0,0.0,17.17,0.76,0.0
20050919:2310,0.0,0.0,0.0,16.3,0.76,0.0
20050920:0010,0.0,0.0,0.0,16.2,0.9,0.0
20050920:0110,0.0,0.0,0.0,15.95,0.55,0.0
20050920:0210,0.0,0.0,0.0,15.73,1.24,0.0
20050920:0310,0.0,0.0,0.0,15.91,0.97,0.0
20050920:0410,0.0,0.0,0.0,15.86,0.97,0.0
20050920:0510,0.0,0.0,0.0,15.74,1.31,0.0
20050920:0610,44.6,74.04,13.27,15.93,1.59,0.0
20050920:0710,85.04,119.18,23.99,16.97,2.0,0.0
20050920:0810,189.35,243.77,33.83,18.23,1.79,0.0
20050920:0910,560.86,708.64,42.06,19.4,2.0,0.0
20050920:1010,688.37,883.82,47.6,20.62,2.62,0.0
20050920:1110,760.89,986.29,49.25,21.55,3.17,0.0
20050920:1210,745.04,960.48,46.55,22.28,3.79,0.0
20050920:1310,580.75,732.15,40.23,22.55,4.48,0.0
20050920:1410,454.18,567.35,31.51,22.47,4.76,0.0
20050920:1510,40.63,66.21,21.4,22.35,4.55,0.0
20050920:1610,145.85,198.92,10.55,21.86,4.28,0.0
20050920:1710,0.0,0.0,-0.59,20.71,4.14,0.0
20050920:1810,0.0,0.0,0.0,19.64,3.93,0.0
20050920:1910,0.0,0.0,0.0,19.0,3.59,0.0
20050920:2010,0.0,0.0,0.0,18.27,3.24,0.0
20050920:2110,0.0,0.0,0.0,17.56,2.97,0.0
20050920:2210,0.0,0.0,0.0,16.94,2.83,0.0
20050920:2310,0.0,0.0,0.0,16.38,2.62,0.0
20050921:0010,0.0,0.0,0.0,15.94,2.34,0.0
20050921:0110,0.0,0.0,0.0,15.51,2.07,0.0
20050921:0210,0.0,0.0,0.0,15.1,1.93,0.0
20050921:0310,0.0,0.0,0.0,14.78,1.86,0.0
20050921:0410,0.0,0.0,0.0,14.53,1.79,0.0
20050921:0510,0.0,0.0,0.0,14.35,1.86,0.0
20050921:0610,46.72,78.56,13.07,15.01,1.86,0.0
20050921:0710,133.77,178.49,23.77,17.11,1.59,0.0
20050921:0810,376.47,472.76,33.58,18.71,1.38,0.0
20050921:0910,565.23,726.49,41.77,19.95,1.03,0.0
20050921:1010,673.21,893.31,47.25,20.79,0.76,0.0
20050921:1110,527.78,682.5,48.86,21.29,1.17,0.0
20050921:1210,183.5,241.28,46.15,21.78,1.72,0.0
20050921:1310,316.84,401.41,39.85,20.39,1.79,0.0
20050921:1410,235.13,302.29,31.15,20.54,1.1,0.0
20050921:1510,106.63,146.74,21.05,19.95,1.17,0.0
20050921:1610,65.7,97.83,10.21,19.81,1.17,0.0
20050921:1710,0.0,0.0,-0.92,19.15,1.24,0.0
20050921:1810,0.0,0.0,0.0,18.48,1.66,0.0
20050921:1910,0.0,0.0,0.0,17.84,1.24,0.0
20050921:2010,0.0,0.0,0.0,17.16,1.52,0.0
20050921:2110,0.0,0.0,0.0,16.46,1.38,0.0
20050921:2210,0.0,0.0,0.0,15.92,1.45,0.0
20050921:2310,0.0,0.0,0.0,15.74,1.38,0.0
20050922:0010,0.0,0.0,0.0,15.78,1.31,0.0
20050922:0110,0.0,0.0,0.0,15.8,1.17,0.0
20050922:0210,0.0,0.0,0.0,15.6,1.1,0.0
20050922:0310,0.0,0.0,0.0,15.56,1.1,0.0
20050922:0410,0.0,0.0,0.0,15.27,1.31,0.0
20050922:0510,0.0,0.0,0.0,15.26,1.31,0.0
20050922:0610,51.32,93.05,12.87,15.96,1.1,0.0
20050922:0710,226.91,296.06,23.55,16.83,1.1,0.0
20050922:0810,421.98,529.23,33.33,17.65,1.03,0.0
20050922:0910,579.13,743.6,41.46,18.5,0.76,0.0
20050922:1010,672.24,890.01,46.89,19.21,0.48,0.0
20050922:1110,694.08,929.44,48.47,19.85,0.48,0.0
20050922:1210,357.86,456.15,45.75,20.26,0.97,0.0
20050922:1310,31.62,54.26,39.47,20.73,1.79,0.0
20050922:1410,23.34,43.22,30.79,20.71,2.0,0.0
20050922:1510,14.16,30.35,20.71,20.31,1.72,0.0
20050922:1610,4.25,14.71,9.88,19.33,1.45,0.0
20050922:1710,0.0,0.0,-1.25,18.01,1.31,0.0
20050922:1810,0.0,0.0,0.0,17.65,0.83,0.0
20050922:1910,0.0,0.0,0.0,16.83,1.38,0.0
20050922:2010,0.0,0.0,0.0,16.13,1.38,0.0
20050922:2110,0.0,0.0,0.0,15.67,1.52,0.0
20050922:2210,0.0,0.0,0.0,15.16,1.66,0.0
20050922:2310,0.0,0.0,0.0,14.73,1.72,0.0
20050923:0010,0.0,0.0,0.0,14.45,1.59,0.0
20050923:0110,0.0,0.0,0.0,14.16,1.52,0.0
20050923:0210,0.0,0.0,0.0,13.6,1.66,0.0
20050923:0310,0.0,0.0,0.0,13.23,1.79,0.0
20050923:0410,0.0,0.0,0.0,12.96,1.86,0.0
20050923:0510,0.0,0.0,0.0,12.71,1.86,0.0
20050923:0610,50.02,88.7,12.67,13.55,1.59,0.0
20050923:0710,229.64,297.44,23.33,16.15,1.72,0.0
20050923:0810,280.45,352.18,33.07,17.74,1.59,0.0
20050923:0910,587.12,749.54,41.16,19.03,1.31,0.0
20050923:1010,687.44,897.7,46.54,20.17,1.45,0.0
20050923:1110,764.14,1006.31,48.07,21.01,2.07,0.0
20050923:1210,751.06,981.91,45.36,21.55,2.55,0.0
20050923:1310,732.33,951.09,39.09,21.93,2.83,0.0
20050923:1410,593.29,754.28,30.44,22.1,3.1,0.0
20050923:1510,450.88,569.47,20.37,22.04,3.31,0.0
20050923:1610,248.99,332.52,9.55,21.58,3.24,0.0
20050923:1710,0.0,0.0,-1.58,20.57,2.97,0.0
20050923:1810,0.0,0.0,0.0,19.71,2.62,0.0
20050923:1910,0.0,0.0,0.0,19.05,2.55,0.0
20050923:2010,0.0,0.0,0.0,18.26,2.14,0.0
20050923:2110,0.0,0.0,0.0,17.54,1.86,0.0
20050923:2210,0.0,0.0,0.0,16.86,1.93,0.0
20050923:2310,0.0,0.0,0.0,16.25,1.86,0.0
20050924:0010,0.0,0.0,0.0,15.82,1.66,0.0
20050924:0110,0.0,0.0,0.0,15.51,1.52,0.0
20050924:0210,0.0,0.0,0.0,15.04,1.52,0.0
20050924:0310,0.0,0.0,0.0,14.53,1.66,0.0
20050924:0410,0.0,0.0,0.0,14.28,1.86,0.0
20050924:0510,0.0,0.0,0.0,14.2,2.0,0.0
20050924:0610,49.17,87.49,12.47,14.84,1.86,0.0
20050924:0710,227.37,296.81,23.11,17.41,1.38,0.0
20050924:0810,428.02,542.11,32.82,19.37,0.97,0.0
20050924:0910,565.73,736.2,40.86,20.54,0.55,0.0
20050924:1010,672.43,898.67,46.18,21.43,0.62,0.0
20050924:1110,722.6,972.62,47.68,21.9,0.97,0.0
20050924:1210,663.83,876.21,44.96,22.24,1.45,0.0
20050924:1310,508.4,652.71,38.71,22.33,1.79,0.0
20050924:1410,449.82,572.62,30.08,22.12,1.86,0.0
20050924:1510,442.26,564.07,20.03,21.88,2.0,0.0
20050924:1610,244.99,328.92,9.22,21.33,2.0,0.0
20050924:1710,0.0,0.0,-1.9,20.39,1.72,0.0
20050924:1810,0.0,0.0,0.0,19.32,1.24,0.0
20050924:1910,0.0,0.0,0.0,19.58,1.03,0.0
20050924:2010,0.0,0.0,0.0,20.13,0.14,0.0
20050924:2110,0.0,0.0,0.0,19.88,0.55,0.0
20050924:2210,0.0,0.0,0.0,19.25,0.83,0.0
20050924:2310,0.0,0.0,0.0,18.64,0.9,0.0
20050925:0010,0.0,0.0,0.0,18.0,1.03,0.0
20050925:0110,0.0,0.0,0.0,17.23,1.24,0.0
20050925:0210,0.0,0.0,0.0,16.39,1.45,0.0
20050925:0310,0.0,0.0,0.0,16.0,1.52,0.0
20050925:0410,0.0,0.0,0.0,15.62,1.52,0.0
20050925:0510,0.0,0.0,0.0,15.13,1.59,0.0
20050925:0610,46.86,83.8,12.27,15.47,1.45,0.0
20050925:0710,219.58,290.39,22.89,18.99,0.55,0.0
20050925:0810,416.73,531.96,32.56,20.24,0.62,0.0
20050925:0910,558.88,727.53,40.55,21.12,0.62,0.0
20050925:1010,665.79,883.07,45.82,21.84,0.97,0.0
20050925:1110,701.74,932.81,47.29,22.17,1.38,0.0
20050925:1210,640.9,841.78,44.56,22.56,1.59,0.0
20050925:1310,49.17,77.25,38.32,22.38,1.86,0.0
20050925:1410,157.03,208.7,29.72,22.21,2.28,0.0
20050925:1510,65.56,97.48,19.69,21.69,2.14,0.0
20050925:1610,215.45,291.27,8.89,21.06,1.17,0.0
20050925:1710,0.0,0.0,-2.23,20.59,0.28,0.0
20050925:1810,0.0,0.0,0.0,20.21,0.28,0.0
20050925:1910,0.0,0.0,0.0,18.33,1.31,0.0
20050925:2010,0.0,0.0,0.0,17.7,1.38,0.0
20050925:2110,0.0,0.0,0.0,17.38,1.31,0.0
20050925:2210,0.0,0.0,0.0,16.6,1.52,0.0
20050925:2310,0.0,0.0,0.0,16.13,1.59,0.0
20050926:0010,0.0,0.0,0.0,15.58,1.52,0.0
20050926:0110,0.0,0.0,0.0,15.23,1.52,0.0
20050926:0210,0.0,0.0,0.0,14.74,1.59,0.0
20050926:0310,0.0,0.0,0.0,14.16,1.72,0.0
20050926:0410,0.0,0.0,0.0,13.85,1.79,0.0
20050926:0510,0.0,0.0,0.0,13.64,1.79,0.0
20050926:0610,46.1,82.23,12.07,14.43,1.59,0.0
20050926:0710,228.04,298.01,22.66,17.75,1.45,0.0
20050926:0810,406.73,523.28,32.3,20.13,0.0,0.0
20050926:0910,559.39,740.14,40.24,21.55,0.0,0.0
20050926:1010,654.83,885.34,45.46,22.48,0.28,0.0
20050926:1110,729.7,992.34,46.89,23.13,0.9,0.0
20050926:1210,686.57,913.0,44.16,23.41,1.59,0.0
20050926:1310,657.93,859.09,37.94,23.38,2.28,0.0
20050926:1410,587.09,750.34,29.36,22.85,2.9,0.0
20050926:1510,428.19,543.18,19.35,22.21,2.76,0.0
20050926:1610,210.18,284.1,8.56,21.62,2.14,0.0
20050926:1710,0.0,0.0,0.0,20.89,1.52,0.0
20050926:1810,0.0,0.0,0.0,19.65,1.1,0.0
20050926:1910,0.0,0.0,0.0,19.23,1.03,0.0
20050926:2010,0.0,0.0,0.0,18.83,1.03,0.0
20050926:2110,0.0,0.0,0.0,18.2,1.1,0.0
20050926:2210,0.0,0.0,0.0,17.38,1.17,0.0
20050926:2310,0.0,0.0,0.0,17.03,1.17,0.0
20050927:0010,0.0,0.0,0.0,16.33,1.31,0.0
20050927:0110,0.0,0.0,0.0,15.93,1.38,0.0
20050927:0210,0.0,0.0,0.0,15.41,1.52,0.0
20050927:0310,0.0,0.0,0.0,15.03,1.66,0.0
20050927:0410,0.0,0.0,0.0,14.75,1.59,0.0
20050927:0510,0.0,0.0,0.0,14.61,1.52,0.0
20050927:0610,46.3,84.22,11.86,15.24,1.24,0.0
20050927:0710,232.46,304.53,22.44,18.11,1.24,0.0
20050927:0810,408.87,522.03,32.04,20.39,0.62,0.0
20050927:0910,555.16,729.7,39.94,21.66,0.28,0.0
20050927:1010,662.33,871.22,45.11,22.49,1.52,0.0
20050927:1110,573.71,739.54,46.5,22.83,2.34,0.0
20050927:1210,464.33,591.0,43.76,22.78,2.69,0.0
20050927:1310,598.81,767.22,37.56,22.43,2.76,0.0
20050927:1410,513.91,651.6,29.0,22.27,2.76,0.0
20050927:1510,436.72,555.52,19.01,21.97,2.34,0.0
20050927:1610,164.39,225.15,8.23,21.56,1.93,0.0
20050927:1710,0.0,0.0,0.0,20.81,1.45,0.0
20050927:1810,0.0,0.0,0.0,19.59,1.31,0.0
20050927:1910,0.0,0.0,0.0,19.08,1.45,0.0
20050927:2010,0.0,0.0,0.0,18.57,1.52,0.0
20050927:2110,0.0,0.0,0.0,18.14,1.52,0.0
20050927:2210,0.0,0.0,0.0,18.12,1.38,0.0
20050927:2310,0.0,0.0,0.0,18.55,1.1,0.0
20050928:0010,0.0,0.0,0.0,18.04,1.1,0.0
20050928:0110,0.0,0.0,0.0,17.19,1.17,0.0
20050928:0210,0.0,0.0,0.0,16.26,1.38,0.0
20050928:0310,0.0,0.0,0.0,15.7,1.45,0.0
20050928:0410,0.0,0.0,0.0,15.37,1.38,0.0
20050928:0510,0.0,0.0,0.0,15.82,1.03,0.0
20050928:0610,42.87,77.46,11.66,16.69,0.69,0.0
20050928:0710,201.89,266.32,22.21,18.51,0.76,0.0
20050928:0810,398.74,505.87,31.78,20.22,1.03,0.0
20050928:0910,555.57,716.95,39.63,21.24,1.1,0.0
20050928:1010,654.64,857.5,44.75,21.98,1.52,0.0
20050928:1110,680.76,890.29,46.11,22.45,2.14,0.0
20050928:1210,437.24,556.02,43.37,22.63,2.55,0.0
20050928:1310,575.36,736.51,37.18,22.47,2.62,0.0
20050928:1410,545.74,694.86,28.64,22.34,2.62,0.0
20050928:1510,331.37,420.1,18.67,21.92,2.62,0.0
20050928:1610,191.74,260.01,7.91,21.34,2.48,0.0
20050928:1710,0.0,0.0,0.0,20.54,2.0,0.0
20050928:1810,0.0,0.0,0.0,19.76,1.59,0.0
20050928:1910,0.0,0.0,0.0,19.02,1.1,0.0
20050928:2010,0.0,0.0,0.0,19.61,0.55,0.0
20050928:2110,0.0,0.0,0.0,19.33,0.34,0.0
20050928:2210,0.0,0.0,0.0,19.16,0.41,0.0
20050928:2310,0.0,0.0,0.0,19.03,0.48,0.0
20050929:0010,0.0,0.0,0.0,19.06,0.34,0.0
20050929:0110,0.0,0.0,0.0,18.83,0.48,0.0
20050929:0210,0.0,0.0,0.0,18.23,0.69,0.0
20050929:0310,0.0,0.0,0.0,17.77,1.03,0.0
20050929:0410,0.0,0.0,0.0,17.99,1.24,0.0
20050929:0510,0.0,0.0,0.0,17.51,1.24,0.0
20050929:0610,28.07,50.81,11.45,17.36,1.24,0.0
20050929:0710,175.86,233.21,21.98,19.17,1.24,0.0
20050929:0810,369.6,464.42,31.51,20.17,2.07,0.0
20050929:0910,287.27,363.45,39.31,20.79,2.69,0.0
20050929:1010,484.88,608.43,44.39,21.19,3.45,0.0
20050929:1110,618.89,780.45,45.71,21.1,4.0,0.0
20050929:1210,562.05,703.61,42.97,20.84,4.21,0.0
20050929:1310,345.74,431.95,36.8,20.85,4.14,0.0
20050929:1410,249.3,315.71,28.29,21.15,4.21,0.0
20050929:1510,115.06,156.47,18.33,20.79,3.86,0.0
20050929:1610,65.05,97.87,7.58,20.47,2.9,0.0
20050929:1710,0.0,0.0,0.0,20.04,2.55,0.0
20050929:1810,0.0,0.0,0.0,19.54,0.0,0.0
20050929:1910,0.0,0.0,0.0,19.45,0.0,0.0
20050929:2010,0.0,0.0,0.0,19.02,2.07,0.0
20050929:2110,0.0,0.0,0.0,19.07,2.34,0.0
20050929:2210,0.0,0.0,0.0,18.65,2.41,0.0
20050929:2310,0.0,0.0,0.0,18.48,2.41,0.0
20050930:0010,0.0,0.0,0.0,18.25,2.07,0.0
20050930:0110,0.0,0.0,0.0,17.71,1.59,0.0
20050930:0210,0.0,0.0,0.0,16.86,1.72,0.0
20050930:0310,0.0,0.0,0.0,16.81,1.93,0.0
20050930:0410,0.0,0.0,0.0,16.38,2.14,0.0
20050930:0510,0.0,0.0,0.0,16.33,2.48,0.0
20050930:0610,42.56,78.6,11.24,16.57,2.69,0.0
20050930:0710,113.88,155.1,21.75,18.34,2.14,0.0
20050930:0810,281.76,355.01,31.25,19.59,2.34,0.0
20050930:0910,512.44,644.69,39.0,20.26,2.41,0.0
20050930:1010,683.5,880.28,44.02,20.79,2.41,0.0
20050930:1110,731.59,950.76,45.32,21.87,2.83,0.0
20050930:1210,456.45,579.88,42.57,22.75,2.83,0.0
20050930:1310,689.82,891.2,36.42,23.1,3.24,0.0
20050930:1410,578.29,732.08,27.93,23.05,3.93,0.0
20050930:1510,275.2,349.33,17.99,22.54,4.34,0.0
20050930:1610,224.78,302.24,7.25,21.46,4.07,0.0
20050930:1710,0.0,0.0,0.0,19.73,3.86,0.0
20050930:1810,0.0,0.0,0.0,18.25,4.0,0.0
20050930:1910,0.0,0.0,0.0,17.4,3.93,0.0
20050930:2010,0.0,0.0,0.0,16.45,4.28,0.0
20050930:2110,0.0,0.0,0.0,15.59,4.41,0.0
20050930:2210,0.0,0.0,0.0,14.88,4.28,0.0
20050930:2310,0.0,0.0,0.0,14.29,4.14,0.0
20051001:0010,0.0,0.0,0.0,13.81,4.0,0.0
20051001:0110,0.0,0.0,0.0,13.38,3.93,0.0
20051001:0210,0.0,0.0,0.0,13.01,3.93,0.0
20051001:0310,0.0,0.0,0.0,12.66,3.93,0.0
20051001:0410,0.0,0.0,0.0,12.37,3.93,0.0
20051001:0510,0.0,0.0,0.0,12.1,4.07,0.0
20051001:0610,46.25,85.97,11.03,12.3,4.21,0.0
20051001:0710,247.2,312.4,21.52,13.49,4.28,0.0
20051001:0810,467.75,564.71,30.98,15.33,4.62,0.0
20051001:0910,640.04,781.91,38.69,16.95,4.83,0.0
20051001:1010,748.51,934.6,43.66,18.15,4.48,0.0
20051001:1110,817.96,1038.13,44.93,19.13,4.41,0.0
20051001:1210,738.39,933.91,42.18,19.94,4.34,0.0
20051001:1310,761.7,965.42,36.05,20.46,4.48,0.0
20051001:1410,656.87,823.3,27.57,20.63,4.48,0.0
20051001:1510,497.9,621.23,17.66,20.3,4.48,0.0
20051001:1610,256.55,340.27,6.93,19.34,4.34,0.0
20051001:1710,0.0,0.0,0.0,17.88,4.21,0.0
20051001:1810,0.0,0.0,0.0,16.74,3.93,0.0
20051001:1910,0.0,0.0,0.0,16.16,3.52,0.0
20051001:2010,0.0,0.0,0.0,15.4,3.24,0.0
20051001:2110,0.0,0.0,0.0,14.65,2.97,0.0
20051001:2210,0.0,0.0,0.0,13.87,2.69,0.0
20051001:2310,0.0,0.0,0.0,13.07,2.34,0.0
20051002:0010,0.0,0.0,0.0,12.29,2.0,0.0
20051002:0110,0.0,0.0,0.0,11.71,1.79,0.0
20051002:0210,0.0,0.0,0.0,11.35,1.79,0.0
20051002:0310,0.0,0.0,0.0,11.06,1.72,0.0
20051002:0410,0.0,0.0,0.0,10.9,1.79,0.0
20051002:0510,0.0,0.0,0.0,10.82,1.79,0.0
20051002:0610,38.44,68.97,10.82,11.39,1.66,0.0
20051002:0710,220.88,285.63,21.28,15.3,1.38,0.0
20051002:0810,370.71,461.78,30.71,17.9,1.72,0.0
20051002:0910,582.39,735.24,38.37,19.26,2.07,0.0
20051002:1010,300.45,378.77,43.3,20.06,2.69,0.0
20051002:1110,76.66,110.35,44.54,20.34,3.31,0.0
20051002:1210,33.1,56.09,41.78,20.64,3.93,0.0
20051002:1310,35.25,58.85,35.67,20.57,4.55,0.0
20051002:1410,42.56,68.05,27.22,20.03,4.34,0.0
20051002:1510,31.85,54.26,17.32,19.7,4.28,0.0
20051002:1610,2.29,11.04,6.6,19.12,4.0,0.0
20051002:1710,0.0,0.0,0.0,18.62,3.79,0.0
20051002:1810,0.0,0.0,0.0,18.3,3.17,0.0
20051002:1910,0.0,0.0,0.0,18.01,2.55,0.0
20051002:2010,0.0,0.0,0.0,17.76,2.21,0.0
20051002:2110,0.0,0.0,0.0,17.44,2.41,0.0
20051002:2210,0.0,0.0,0.0,16.65,2.21,0.0
20051002:2310,0.0,0.0,0.0,16.0,1.72,0.0
20051003:0010,0.0,0.0,0.0,16.0,1.38,0.0
20051003:0110,0.0,0.0,0.0,16.5,1.17,0.0
